train/value_loss,train/learning_rate,train/explained_variance,time/total_timesteps,train/policy_loss,time/iterations,time/time_elapsed,train/n_updates,time/fps,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
3.0174016956152627e-06,0.0007,0.0,740000,-1.5016727861194568e-09,,,147999,,-1.6719219274818897e-05,300.0,-2.9999999329447746
,,,740000,,2000,13,,740,,,
3.3524059972478426e-08,0.0007,0.0,740500,-1.5834537847592145e-10,100,0,148099,863,-1.7301970729022287e-05,,
2.626144805617514e-06,0.0007,-1.1920928955078125e-07,741000,-1.4008769699813683e-09,200,1,148199,847,-1.3371241038839798e-05,,
7.860123107938932e-10,0.0007,4.0531158447265625e-06,741500,-9.69255439797756e-11,300,1,148299,838,-5.7025412388611585e-05,,
7.934649914886904e-08,0.0007,2.384185791015625e-07,742000,-2.43491754536862e-10,400,2,148399,844,-1.911841354740318e-05,,
3.000916422024602e-06,0.0007,-1.1920928955078125e-07,742500,-7.48732986721734e-09,500,2,148499,833,-6.443879829021171e-05,,
1.3970818946162922e-09,0.0007,2.3245811462402344e-06,743000,-1.2923405401377153e-10,600,3,148599,822,-5.6737353588687256e-05,,
7.279128055870387e-08,0.0007,0.0,743500,-1.166135410457514e-09,700,4,148699,820,-6.458153075072914e-05,,
3.0011028684384655e-06,0.0007,0.0,744000,-1.4976343498673828e-09,800,4,148799,817,-1.528255597804673e-05,,
1.4921475166573828e-09,0.0007,1.329183578491211e-05,744500,-3.3486428907547605e-11,900,5,148899,819,-1.712418088573031e-05,,
6.091477189329453e-08,0.0007,5.960464477539062e-07,745000,-8.534832285356231e-10,,,148999,,-5.694646461051889e-05,300.0,-2.9999999329447746
,,,745000,,1000,6,,746,,,
2.994842134285136e-06,0.0007,0.0,745500,-2.991902947613312e-09,1100,7,149099,741,-2.949862027890049e-05,,
8.86792861365393e-10,0.0007,1.436471939086914e-05,746000,-1.2872923560447447e-10,1200,8,149199,746,-6.454055983340368e-05,,
9.103047915459683e-08,0.0007,0.0,746500,-2.6099220007402835e-10,1300,8,149299,749,-1.4784656741539948e-05,,
2.8064077923772857e-06,0.0007,0.0,747000,-1.448161923711666e-09,1400,9,149399,751,-1.253739173989743e-05,,
1.0504244141174013e-09,0.0007,6.9141387939453125e-06,747500,-2.793340038442782e-11,1500,9,149499,754,-1.2585733202286065e-05,,
8.749350399739342e-08,0.0007,0.0,748000,-2.5560747962671826e-10,1600,10,149599,758,-1.431615964975208e-05,,
2.7679072900355095e-06,0.0007,0.0,748500,-1.4382337543139556e-09,1700,11,149699,759,-1.711633194645401e-05,,
1.161306051322697e-09,0.0007,5.960464477539062e-07,749000,-2.9447864285936376e-11,1800,11,149799,762,-1.7115979062509723e-05,,
8.491847580671674e-08,0.0007,0.0,749500,-1.0076217638044227e-09,1900,12,149899,764,-5.692330887541175e-05,,
2.9094098863424733e-06,0.0007,0.0,750000,-1.4744123699728107e-09,,,149999,,-1.7115809896495193e-05,300.0,-2.9999999329447746
,,,750000,,2000,13,,735,,,
3.815702598330972e-08,0.0007,0.0,750500,-1.6877833852735336e-10,100,0,150099,870,-1.9206014258088544e-05,,
2.7933078854402993e-06,0.0007,-1.1920928955078125e-07,751000,-5.77918513045006e-09,200,1,150199,858,-5.6793294788803905e-05,,
9.577341142374962e-10,0.0007,7.450580596923828e-06,751500,-1.3377743357523286e-10,300,1,150299,823,-6.385733286151662e-05,,
7.458262984982866e-08,0.0007,2.384185791015625e-07,752000,-2.3608773269678807e-10,400,2,150399,816,-1.4226403436623514e-05,,
2.979051259899279e-06,0.0007,0.0,752500,-5.968324501282041e-09,500,3,150499,817,-5.676465661963448e-05,,
1.3241695517862695e-09,0.0007,2.3245811462402344e-06,753000,-1.2586857944807406e-10,600,3,150599,813,-5.678290472133085e-05,,
8.390136940761295e-08,0.0007,3.5762786865234375e-07,753500,-1.2519548731049213e-09,700,4,150699,814,-6.435729301301762e-05,,
2.8933081921422854e-06,0.0007,0.0,754000,-2.9407476453968684e-09,800,4,150799,808,-2.6288686058251187e-05,,
8.413735264056754e-10,0.0007,1.0132789611816406e-06,754500,-1.0029101854547307e-10,900,5,150899,818,-5.664333002641797e-05,,
8.559227637761069e-08,0.0007,0.0,755000,-1.0116603110787992e-09,,,150999,,-6.162884528748691e-05,300.0,-2.9999999329447746
,,,755000,,1000,6,,738,,,
2.897466856666142e-06,0.0007,-1.1920928955078125e-07,755500,-5.886207077310246e-09,1100,7,151099,743,-5.6694472732488066e-05,,
1.3462304604416886e-09,0.0007,2.4437904357910156e-06,756000,-3.180369162469887e-11,1200,7,151199,750,-1.70811872521881e-05,,
8.105836712957171e-08,0.0007,1.1920928955078125e-07,756500,-9.847365145532194e-10,1300,8,151299,755,-5.670350947184488e-05,,
2.902889718825463e-06,0.0007,0.0,757000,-1.4728979147449195e-09,1400,9,151399,759,-1.9873616110999137e-05,,
1.0818730356021433e-09,0.0007,1.1861324310302734e-05,757500,-1.1375289599158123e-10,1500,9,151499,761,-5.668996163876727e-05,,
8.711512577974645e-08,0.0007,2.384185791015625e-07,758000,-2.5527088776122753e-10,1600,10,151599,760,-1.7056079741450958e-05,,
2.8435604235710343e-06,0.0007,1.1920928955078125e-07,758500,-1.4577534734883102e-09,1700,11,151699,763,-1.4875049600959755e-05,,
1.3241695517862695e-09,0.0007,2.3245811462402344e-06,759000,-9.44014449943964e-11,1800,11,151799,762,-3.9450693293474615e-05,,
8.29504500643452e-08,0.0007,0.0,759500,-2.488765027397477e-10,1900,12,151899,766,-1.5236064427881502e-05,,
2.912476475103176e-06,0.0007,0.0,760000,-1.475253808003174e-09,,,151999,,-1.692645309958607e-05,300.0,-2.9999999329447746
,,,760000,,2000,13,,735,,,
4.221513449920167e-08,0.0007,3.5762786865234375e-07,760500,-3.5539365894621255e-10,100,0,152099,804,-2.8915814255014993e-05,,
2.733297151280567e-06,0.0007,0.0,761000,-5.716588091786434e-09,200,1,152199,821,-6.106795626692474e-05,,
6.911129446507402e-10,0.0007,9.334087371826172e-05,761500,-4.5433844186870687e-11,300,1,152299,789,-2.7248848709859885e-05,,
8.679744212258811e-08,0.0007,2.384185791015625e-07,762000,-1.2729891585294695e-09,400,2,152399,783,-6.349894101731479e-05,,
2.8529152586997952e-06,0.0007,0.0,762500,-1.4601093667465648e-09,500,3,152499,792,-1.3317692719283514e-05,,
1.3053871317225685e-09,0.0007,5.543231964111328e-06,763000,-3.129887321540181e-11,600,3,152599,787,-1.239473931491375e-05,,
8.172293064490077e-08,0.0007,4.76837158203125e-07,763500,-2.4719376545689897e-10,700,4,152699,787,-1.706855073280167e-05,,
2.9452007765939925e-06,0.0007,0.0,764000,-1.4834993233847626e-09,800,5,152799,793,-1.5680852811783552e-05,,
1.4406751347451063e-09,0.0007,5.364418029785156e-07,764500,-3.281333191273994e-11,900,5,152899,782,-1.3753409803030081e-05,,
6.295057630723022e-08,0.0007,0.0,765000,-4.3380907199797036e-10,,,152999,,-2.4449744159937836e-05,300.0,-2.9999999329447746
,,,765000,,1000,6,,715,,,
2.981484385600197e-06,0.0007,0.0,765500,-5.970343774919229e-09,1100,7,153099,721,-5.660874739987776e-05,,
1.3970818946162922e-09,0.0007,5.125999450683594e-06,766000,-3.2308516972889834e-11,1200,8,153199,722,-2.061855047941208e-05,,
8.480330393467739e-08,0.0007,1.1920928955078125e-07,766500,-2.517371588961481e-10,1300,8,153299,728,-1.7066922737285495e-05,,
2.8566314540512394e-06,0.0007,0.0,767000,-1.4611188925428564e-09,1400,9,153399,735,-1.2449831046978943e-05,,
1.2826412154609557e-09,0.0007,3.975629806518555e-05,767500,-1.5481163573305423e-10,1500,10,153499,737,-6.406852480722591e-05,,
7.711066984938952e-08,0.0007,1.1920928955078125e-07,768000,-2.4012630772674015e-10,1600,10,153599,738,-1.4674451449536718e-05,,
2.951200031020562e-06,0.0007,0.0,768500,-1.4850137786126538e-09,1700,11,153699,743,-1.4974370060372166e-05,,
1.3676825227904033e-09,0.0007,2.855062484741211e-05,769000,-1.278878530852623e-10,1800,12,153799,745,-5.6608412705827504e-05,,
7.331004070465497e-08,0.0007,0.0,769500,-1.1703422675424235e-09,1900,12,153899,748,-6.410614150809124e-05,,
2.948718019979424e-06,0.0007,0.0,770000,-1.4843405393705211e-09,,,153999,,-1.245306611963315e-05,300.0,-2.9999999329447746
,,,770000,,2000,13,,720,,,
3.965569206343389e-08,0.0007,5.960464477539063e-08,770500,-6.885751413499008e-10,100,0,154099,875,-5.654814958688803e-05,,
2.7258045065536862e-06,0.0007,1.1920928955078125e-07,771000,-7.135638302457892e-09,200,1,154199,856,-6.329880125122145e-05,,
7.647947830591306e-10,0.0007,9.47713851928711e-06,771500,-2.3894839232263543e-11,300,1,154299,850,-1.4350152923725545e-05,,
8.633017500869755e-08,0.0007,1.1920928955078125e-07,772000,-2.539247145882939e-10,400,2,154399,836,-1.7358084733132273e-05,,
2.915480990850483e-06,0.0007,1.1920928955078125e-07,772500,-5.90438054004494e-09,500,3,154499,827,-5.649738523061387e-05,,
8.173543508682712e-10,0.0007,1.5497207641601562e-05,773000,-2.473620787368791e-11,600,3,154599,827,-1.7051235772669315e-05,,
8.236573734166086e-08,0.0007,0.0,773500,-1.2401757398805557e-09,700,4,154699,827,-6.405223393812776e-05,,
2.9140221613488393e-06,0.0007,0.0,774000,-1.475590316601938e-09,800,4,154799,816,-1.9190829334547743e-05,,
1.382343128852881e-09,0.0007,5.304813385009766e-06,774500,-1.285609535495169e-10,900,5,154899,820,-5.649014565278776e-05,,
8.17169265587836e-08,0.0007,0.0,775000,-9.881020446300681e-10,,,154999,,-5.6433673307765275e-05,300.0,-2.9999999329447746
,,,775000,,1000,6,,740,,,
2.9347716008487623e-06,0.0007,0.0,775500,-2.9619502406319498e-09,1100,7,155099,748,-2.7810947358375415e-05,,
1.454411369117281e-09,0.0007,1.9848346710205078e-05,776000,-1.3125332765095976e-10,1200,7,155199,753,-5.6450509873684496e-05,,
7.699903648017425e-08,0.0007,1.7881393432617188e-07,776500,-9.591589744673001e-10,1300,8,155299,756,-5.6438388128299266e-05,,
2.9308334887900855e-06,0.0007,-1.1920928955078125e-07,777000,-5.919862378078733e-09,1400,9,155399,759,-5.639524169964716e-05,,
1.1478717976132202e-09,0.0007,7.748603820800781e-07,777500,-1.1711835667949089e-10,1500,9,155499,760,-5.641242751153186e-05,,
8.709201892997953e-08,0.0007,0.0,778000,-1.0204105338473823e-09,1600,10,155599,765,-5.640082963509485e-05,,
2.730492042246624e-06,0.0007,0.0,778500,-5.7138951348179035e-09,1700,11,155699,767,-5.6214328651549295e-05,,
1.0139196149339114e-09,0.0007,7.092952728271484e-06,779000,-2.7596851887023988e-11,1800,11,155799,771,-1.6904104995774105e-05,,
8.593963229941437e-08,0.0007,0.0,779500,-2.5341989617899685e-10,1900,12,155899,773,-1.5868181435507722e-05,,
2.917016900028102e-06,0.0007,0.0,780000,-5.905726574439996e-09,,,155999,,-5.635162233375013e-05,300.0,-2.9999999329447746
,,,780000,,2000,13,,739,,,
4.068001402401933e-08,0.0007,7.748603820800781e-07,780500,-6.973254751407865e-10,100,0,156099,927,-5.636249989038333e-05,,
2.489491862434079e-06,0.0007,0.0,781000,-5.4561000162323126e-09,200,1,156199,867,-5.632979446090758e-05,,
5.316543871813906e-10,0.0007,2.378225326538086e-05,781500,-2.0024546257269016e-11,300,1,156299,835,-1.3938707525085192e-05,,
7.747843255856424e-08,0.0007,5.960464477539063e-08,782000,-1.2031555751690348e-09,400,2,156399,831,-6.38598867226392e-05,,
2.9420073133223923e-06,0.0007,0.0,782500,-5.930631985506807e-09,500,3,156499,824,-5.630838131764904e-05,,
1.2754363121203482e-09,0.0007,2.5033950805664062e-06,783000,-9.288697588871742e-11,600,3,156599,816,-4.0351565985474735e-05,,
8.521213601397903e-08,0.0007,0.0,783500,-1.261209803260499e-09,700,4,156699,814,-6.384431617334485e-05,,
2.905046130763367e-06,0.0007,0.0,784000,-1.473402844176519e-09,800,4,156799,814,-1.759773658704944e-05,,
1.186185039081522e-09,0.0007,1.0788440704345703e-05,784500,-1.1913763031667912e-10,900,5,156899,814,-5.630188388749957e-05,,
8.35581630553861e-08,0.0007,2.384185791015625e-07,785000,-4.997723346278349e-10,,,156999,,-2.9579892725450918e-05,300.0,-2.9999999329447746
,,,785000,,1000,6,,742,,,
2.897625790865277e-06,0.0007,0.0,785500,-1.471551880349864e-09,1100,7,157099,745,-1.614478424016852e-05,,
1.2968399687451893e-09,0.0007,5.602836608886719e-06,786000,-3.113059809933816e-11,1200,8,157199,749,-1.3259172192192636e-05,,
8.21613284074374e-08,0.0007,0.0,786500,-2.478668659211536e-10,1300,8,157299,754,-1.938315836014226e-05,,
2.904372195189353e-06,0.0007,0.0,787000,-5.892938581553153e-09,1400,9,157399,758,-5.623072502203286e-05,,
1.2826412154609557e-09,0.0007,2.5033950805664062e-06,787500,-3.0962326452721456e-11,1500,9,157499,761,-1.1545749657670967e-05,,
8.226226100305212e-08,0.0007,3.5762786865234375e-07,788000,-9.921405919044446e-10,1600,10,157599,762,-5.622795288218185e-05,,
2.9045318115095142e-06,0.0007,0.0,788500,-7.3661730048968366e-09,1700,11,157699,762,-6.365594163071364e-05,,
1.2893515144440926e-09,0.0007,3.045797348022461e-05,789000,-3.0962326452721456e-11,1800,11,157799,764,-1.1802118933701422e-05,,
8.228279568811558e-08,0.0007,0.0,789500,-9.92140702926747e-10,1900,12,157899,766,-5.196320125833154e-05,,
2.9036984869890148e-06,0.0007,-1.1920928955078125e-07,790000,-5.8922653423110205e-09,,,157999,,-5.614216934191063e-05,300.0,-2.9999999329447746
,,,790000,,2000,13,,735,,,
3.8500417076647864e-08,0.0007,0.0,790500,-8.480984803327374e-10,100,0,158099,838,-6.364946602843702e-05,,
2.7454091195977526e-06,0.0007,0.0,791000,-1.4323440211683192e-09,200,1,158199,839,-1.321435411227867e-05,,
8.579164045841026e-10,0.0007,3.319978713989258e-05,791500,-2.5409299664325147e-11,300,1,158299,836,-1.4080285836826079e-05,,
8.232425585674719e-08,0.0007,0.0,792000,-2.4803514797611115e-10,400,2,158399,829,-1.2607039025169797e-05,,
2.9289142275956692e-06,0.0007,1.1920928955078125e-07,792500,-5.917842216263125e-09,500,3,158499,825,-5.611958840745501e-05,,
1.316360687120266e-09,0.0007,5.543231964111328e-06,793000,-1.2519549286160725e-10,600,3,158599,823,-5.6137698265956715e-05,,
8.243772953164807e-08,0.0007,0.0,793500,-9.928136091019724e-10,700,4,158699,827,-5.6128941650968045e-05,,
2.9012494451308157e-06,0.0007,0.0,794000,-5.88957238534249e-09,800,4,158799,826,-5.609341314993799e-05,,
1.2774770130619117e-09,0.0007,5.662441253662109e-06,794500,-3.0962322983274504e-11,900,5,158899,820,-1.324139338976238e-05,,
8.227469550092792e-08,0.0007,0.0,795000,-2.4803514797611115e-10,,,158999,,-1.6970243450487033e-05,300.0,-2.9999999329447746
,,,795000,,1000,6,,732,,,
2.9042491860309383e-06,0.0007,0.0,795500,-1.4732345343659858e-09,1100,7,159099,732,-1.4469306734099519e-05,,
1.2826412154609557e-09,0.0007,2.5033950805664062e-06,796000,-3.0962326452721456e-11,1200,8,159199,731,-1.3238744941190816e-05,,
8.232425585674719e-08,0.0007,0.0,796500,-2.4803514797611115e-10,1300,8,159299,727,-1.6195230273297057e-05,,
2.9043724225630285e-06,0.0007,0.0,797000,-1.4732346453882883e-09,1400,9,159399,726,-1.677227919572033e-05,,
1.2888399236743453e-09,0.0007,3.975629806518555e-05,797500,-3.0962322983274504e-11,1500,10,159499,731,-1.32349405248533e-05,,
8.236573734166086e-08,0.0007,0.0,798000,-2.4803514797611115e-10,1600,10,159599,737,-1.6960837456281297e-05,,
2.9042132609902183e-06,0.0007,0.0,798500,-5.892938137463943e-09,1700,11,159699,741,-5.602649616776034e-05,,
1.2826412154609557e-09,0.0007,5.662441253662109e-06,799000,-3.0962326452721456e-11,1800,12,159799,742,-1.695769969956018e-05,,
8.237383042342117e-08,0.0007,0.0,799500,-1.2401757398805557e-09,1900,12,159899,744,-6.350699550239369e-05,,
2.904507482526242e-06,0.0007,0.0,800000,-1.4732346453882883e-09,,,159999,,-1.3218947060522623e-05,300.0,-2.9999999329447746
,,,800000,,2000,13,,715,,,
3.8500417076647864e-08,0.0007,5.364418029785156e-07,800500,-1.6961969329098991e-10,100,0,160099,907,-1.131611134042032e-05,,
2.7454091195977526e-06,0.0007,0.0,801000,-2.8646882643812432e-09,200,1,160199,872,-2.463586861267686e-05,,
8.478380775223116e-10,0.0007,2.3365020751953125e-05,801500,-1.2620512968020137e-10,300,1,160299,842,-6.340548861771822e-05,,
8.225633507663588e-08,0.0007,3.5762786865234375e-07,802000,-9.914674636846144e-10,400,2,160399,828,-5.592132220044732e-05,,
2.7635082915367093e-06,0.0007,0.0,802500,-5.748223230739313e-09,500,3,160499,828,-5.5894372053444386e-05,,
2.7982877126575545e-10,0.0007,1.1324882507324219e-05,803000,-1.4471521203596183e-11,600,3,160599,828,-1.6932575817918405e-05,,
5.612481146499704e-08,0.0007,0.0,803500,-8.191555211922719e-10,700,4,160699,822,-5.59065374545753e-05,,
2.9028774406469893e-06,0.0007,0.0,804000,-7.364489906791505e-09,800,4,160799,821,-6.332433986244723e-05,,
5.54778278871737e-10,0.0007,1.4901161193847656e-06,804500,-8.144437901869139e-11,900,5,160899,819,-5.58887368242722e-05,,
9.98652041062087e-08,0.0007,1.1920928955078125e-07,805000,-1.0931046068307637e-09,,,160999,,-5.5887892813188955e-05,300.0,-2.9999999329447746
,,,805000,,1000,6,,735,,,
2.8279932848818135e-06,0.0007,0.0,805500,-5.814859260766525e-09,1100,7,161099,742,-5.5844975577201694e-05,,
1.064137250539332e-10,0.0007,0.0002682209014892578,806000,-8.91849614992335e-12,1200,8,161199,748,-1.692312434897758e-05,,
5.55710002458909e-08,0.0007,3.5762786865234375e-07,806500,-2.0377921572389823e-10,1300,8,161299,751,-1.69235445355298e-05,,
2.590884378150804e-06,0.0007,0.0,807000,-1.391453618992955e-09,1400,9,161399,756,-1.2615823834494222e-05,,
4.927812602417703e-10,0.0007,1.4543533325195312e-05,807500,-1.9183179350568125e-11,1500,9,161499,761,-1.4815579561400227e-05,,
6.834616783635283e-08,0.0007,1.1920928955078125e-07,808000,-9.039652359987826e-10,1600,10,161599,765,-5.582121229963377e-05,,
2.2766105303162476e-06,0.0007,0.0,808500,-1.3042878999058871e-09,1700,11,161699,763,-1.6981966837192886e-05,,
7.015458214354453e-10,0.0007,1.817941665649414e-05,809000,-2.2885197209498997e-11,1800,11,161799,764,-1.6507903637830168e-05,,
4.2016051082782724e-08,0.0007,3.5762786865234375e-07,809500,-1.7719201106380922e-10,1900,12,161899,767,-1.52469392560306e-05,,
2.9482239369826857e-06,0.0007,0.0,810000,-2.9686808566964373e-09,,,161999,,-2.367548950132914e-05,300.0,-2.9999999329447746
,,,810000,,2000,13,,735,,,
2.8746772073873217e-08,0.0007,5.960464477539063e-08,810500,-1.465662174959803e-10,100,0,162099,903,-1.2622421309060883e-05,,
2.8397557798598427e-06,0.0007,0.0,811000,-1.4567437256474136e-09,200,1,162199,848,-1.531076486571692e-05,,
1.3531000764288592e-09,0.0007,2.4437904357910156e-06,811500,-3.180369162469887e-11,300,1,162299,839,-1.6718968254281208e-05,,
7.694312387229729e-08,0.0007,5.960464477539063e-08,812000,-2.3978974361682504e-10,400,2,162399,832,-1.69136437762063e-05,,
3.0759358651266666e-06,0.0007,-1.1920928955078125e-07,812500,-6.064577284803363e-09,500,3,162499,829,-5.57837265660055e-05,,
1.9419274521759178e-10,0.0007,6.473064422607422e-05,813000,-1.2115692130110212e-11,600,3,162599,823,-1.5618752513546497e-05,,
7.421593295475759e-08,0.0007,5.960464477539062e-07,813500,-2.35582914287491e-10,700,4,162699,819,-1.8978815205628052e-05,,
2.7906173727387795e-06,0.0007,0.0,814000,-1.4441232654149871e-09,800,4,162799,822,-1.6367646821890958e-05,,
1.1345158146269796e-09,0.0007,6.556510925292969e-07,814500,-8.733395950866196e-11,900,5,162899,814,-4.926379187963903e-05,,
3.732600006856046e-08,0.0007,0.0,815000,-1.6709558736671681e-10,,,162999,,-1.3190185200073756e-05,300.0,-2.9999999329447746
,,,815000,,1000,6,,739,,,
2.8122753974457737e-06,0.0007,0.0,815500,-7.2483814506085764e-09,1100,7,163099,738,-6.317293446045369e-05,,
1.1270330224633085e-09,0.0007,7.748603820800781e-07,816000,-2.8943042407192365e-11,1200,8,163199,744,-1.2503443940659054e-05,,
4.493245597814166e-08,0.0007,2.384185791015625e-07,816500,-1.8324983197537392e-10,1300,8,163299,750,-1.667523247306235e-05,,
2.8270146685827058e-06,0.0007,-1.1920928955078125e-07,817000,-5.8135132263714695e-09,1400,9,163399,752,-5.572006193688139e-05,,
7.590472139717974e-10,0.0007,9.59634780883789e-06,817500,-2.3726565850923365e-11,1500,9,163499,754,-1.69005634234054e-05,,
8.400964190968807e-08,0.0007,1.1920928955078125e-07,818000,-1.0022369600903858e-09,1600,10,163599,755,-5.573397356783971e-05,,
2.879055500670802e-06,0.0007,0.0,818500,-7.334200802233681e-09,1700,11,163699,759,-6.313494668575004e-05,,
1.609041122563326e-09,0.0007,1.239776611328125e-05,819000,-1.386573633688215e-10,1800,11,163799,763,-5.983083974570036e-05,,
6.542926911379254e-08,0.0007,2.980232238769531e-07,819500,-2.2111137920610702e-10,1900,12,163899,763,-1.4089933756622486e-05,,
2.655208845681045e-06,0.0007,0.0,820000,-5.63446977963622e-09,,,163999,,-6.141265475889668e-05,300.0,-2.9999999329447746
,,,820000,,2000,13,,734,,,
2.618963357292614e-08,0.0007,0.0,820500,-1.3983528224237318e-10,100,0,164099,841,-1.308623450313462e-05,,
2.547835265431786e-06,0.0007,0.0,821000,-5.5193707382272805e-09,200,1,164199,845,-5.5724398407619447e-05,,
2.341188631849178e-10,0.0007,5.4001808166503906e-05,821500,-1.3293606666853197e-11,300,1,164299,838,-1.4791652574785985e-05,,
9.25639014326407e-08,0.0007,1.1920928955078125e-07,822000,-2.630114737112166e-10,400,2,164399,824,-1.6901169146876782e-05,,
2.890717951231636e-06,0.0007,0.0,822500,-5.878802777914416e-09,500,3,164499,823,-5.571962537942454e-05,,
3.957936201004486e-10,0.0007,0.0,823000,-5.1491692854011006e-11,600,3,164599,819,-4.322949826018885e-05,,
4.668796194096103e-08,0.0007,0.0,823500,-1.8678358859602895e-10,700,4,164699,813,-1.688507472863421e-05,,
2.4592550289526116e-06,0.0007,0.0,824000,-1.3556112898882589e-09,800,4,164799,817,-1.689394957793411e-05,,
5.773728023461544e-11,0.0007,5.537271499633789e-05,824500,-2.6250668305749514e-11,900,5,164899,815,-5.569752465817146e-05,,
2.8570454446708027e-08,0.0007,2.384185791015625e-07,825000,-2.921228259289421e-10,,,164999,,-2.618001599330455e-05,300.0,-2.9999999329447746
,,,825000,,1000,6,,738,,,
2.6540612907410832e-06,0.0007,0.0,825500,-1.4082810473325935e-09,1100,7,165099,740,-1.1204800102859735e-05,,
7.015458214354453e-10,0.0007,1.1920928955078125e-06,826000,-2.2885197209498997e-11,1200,8,165199,747,-1.2573344065458514e-05,,
6.768251381572554e-08,0.0007,2.384185791015625e-07,826500,-1.1240671726753249e-09,1300,8,165299,752,-6.3128667534329e-05,,
1.3185664329284918e-06,0.0007,0.0,827000,-3.970581641254967e-09,1400,9,165399,754,-5.56523518753238e-05,,
4.1022901742238105e-10,0.0007,0.0,827500,-1.7500443802442867e-11,1500,9,165499,758,-1.8947668650071137e-05,,
4.868934411206283e-08,0.0007,0.0,828000,-7.632886545039241e-10,1600,10,165599,762,-5.5652471928624436e-05,,
2.7494484129420016e-06,0.0007,0.0,828500,-1.4333536579869133e-09,1700,11,165699,764,-1.4066701623960398e-05,,
4.9631410092843e-10,0.0007,1.4543533325195312e-05,829000,-1.9183179350568125e-11,1800,11,165799,765,-1.6773719835327938e-05,,
3.375897250634807e-08,0.0007,5.364418029785156e-07,829500,-6.34727714832195e-10,1900,12,165899,767,-6.042805762263015e-05,,
2.8130114060331834e-06,0.0007,-1.1920928955078125e-07,830000,-1.4498444667054855e-09,,,165999,,-1.662097201915458e-05,300.0,-2.9999999329447746
,,,830000,,2000,13,,736,,,
1.6931855029156395e-08,0.0007,2.980232238769531e-07,830500,-5.620335308265112e-10,100,0,166099,939,-6.290088640525937e-05,,
2.4840621790644946e-06,0.0007,0.0,831000,-5.450042639409958e-09,200,1,166199,863,-5.798288475489244e-05,,
4.182759139048642e-10,0.0007,0.0,831500,-8.834359632725608e-11,300,1,166299,843,-6.29009518888779e-05,,
8.081938318582615e-08,0.0007,0.0,832000,-9.827172409160312e-10,400,2,166399,838,-5.549366323975846e-05,,
2.630363496791688e-06,0.0007,0.0,832500,-1.4020549166104956e-09,500,2,166499,834,-1.6803107428131625e-05,,
6.450356915266298e-10,0.0007,1.2516975402832031e-06,833000,-1.102191463098201e-10,600,3,166599,801,-6.268369179451838e-05,,
5.316742246463946e-08,0.0007,3.5762786865234375e-07,833500,-7.976164728695778e-10,700,4,166699,783,-5.545222666114569e-05,,
3.491794586807373e-06,0.0007,0.0,834000,-6.461029933291229e-09,800,5,166799,780,-5.541861173696816e-05,,
1.577179609135726e-09,0.0007,0.0,834500,-1.379842629045669e-10,900,5,166899,776,-5.5450003856094554e-05,,
3.14205905738163e-08,0.0007,0.0,835000,-6.13188666509501e-10,,,166999,,-5.541840073419735e-05,300.0,-2.9999999329447746
,,,835000,,1000,7,,707,,,
2.9112127322150627e-06,0.0007,0.0,835500,-1.4749172994044102e-09,1100,7,167099,716,-1.6457441233797e-05,,
1.3462304604416886e-09,0.0007,2.4437904357910156e-06,836000,-1.2721476649879548e-10,1200,8,167199,716,-5.541444988921285e-05,,
6.192503576585295e-08,0.0007,0.0,836500,-2.150535305389667e-10,1300,8,167299,724,-1.5146162695600651e-05,,
2.69969518740254e-06,0.0007,-1.1920928955078125e-07,837000,-5.681586312533682e-09,1400,9,167399,732,-5.536683602258563e-05,,
1.7513585026662781e-09,0.0007,2.2530555725097656e-05,837500,-3.6010531362373754e-11,1500,10,167499,734,-1.3104692698107101e-05,,
4.9279787361911076e-08,0.0007,1.1920928955078125e-07,838000,-7.673272017783006e-10,1600,10,167599,739,-5.5174041335703805e-05,,
2.7462190246296814e-06,0.0007,0.0,838500,-1.4325124420011548e-09,1700,11,167699,742,-1.2244982826814521e-05,,
9.05295394204586e-10,0.0007,1.0132789611816406e-06,839000,-2.6082391454962384e-11,1800,12,167799,745,-1.6828111256472766e-05,,
9.115210275467689e-08,0.0007,0.0,839500,-1.3049609171034149e-09,1900,12,167899,747,-6.27338231424801e-05,,
1.8181726773036644e-06,0.0007,0.0,840000,-1.1656305920482168e-09,,,167999,,-1.2790737855539192e-05,300.0,-2.9999999329447746
,,,840000,,2000,13,,719,,,
1.9480335566868234e-08,0.0007,2.384185791015625e-07,840500,-6.032604416006393e-10,100,0,168099,868,-6.270952872000635e-05,,
2.6395359782327432e-06,0.0007,0.0,841000,-5.617642351296581e-09,200,1,168199,838,-5.5087428336264566e-05,,
3.34713229355188e-10,0.0007,3.808736801147461e-05,841500,-6.327083301727043e-11,300,1,168299,830,-5.530589260160923e-05,,
8.750394187018173e-08,0.0007,2.384185791015625e-07,842000,-2.557757061705246e-10,400,2,168399,813,-1.533911381557118e-05,,
2.922137582572759e-06,0.0007,0.0,842500,-1.4777779000496594e-09,500,3,168499,814,-1.4039209418115206e-05,,
1.3970818946162922e-09,0.0007,2.3245811462402344e-06,843000,-3.230851350344288e-11,600,3,168599,817,-1.680674176895991e-05,,
6.453134204775779e-08,0.0007,0.0,843500,-8.783876959128634e-10,700,4,168699,821,-5.529035843210295e-05,,
