time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/n_updates,train/value_loss,train/clip_range,train/loss,train/clip_fraction,train/learning_rate,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,eval/mean_ep_length,eval/mean_reward
40000,,,,190,2.608312374725938,0.2,1.5042380094528198,0.1318359375,0.0003,0.9647096991539001,-0.7241899020969867,-0.006306979946384672,0.012965722,25.4,47.838901937007904
40960,5,7,1336,,,,,,,,,,,,
43008,1,0,2453,200,3.0838843379169703,0.2,1.301428198814392,0.11494140625,0.0003,0.9590789675712585,-0.7221173591911793,-0.00866376115300227,0.015356935,,
45000,,,,210,2.200798361003399,0.2,1.118712306022644,0.1544921875,0.0003,0.9743587374687195,-0.6196119586005807,-0.003928888430527877,0.019228889,24.4,46.38206394016743
45056,2,2,1622,,,,,,,,,,,,
47104,3,4,1401,220,2.553887825831771,0.2,0.8647764325141907,0.113330078125,0.0003,0.9730139374732971,-0.5704424938187003,-0.0019344180283951574,0.016910255,,
49152,4,6,1353,230,2.51177329197526,0.2,1.0628042221069336,0.0892578125,0.0003,0.9741611480712891,-0.5513290438801051,-0.005296972858195659,0.009510821,,
50000,,,,240,2.3671838767826556,0.2,1.12221360206604,0.147412109375,0.0003,0.9753876328468323,-0.5568340574391186,-0.0067685319008887745,0.021356696,132.4,36.87466787844896
51200,5,8,1279,,,,,,,,,,,,
53248,1,0,2454,250,2.233390022814274,0.2,0.7868711948394775,0.101123046875,0.0003,0.9806527495384216,-0.49514081655070186,-0.0006852875361801125,0.021916434,,
55000,,,,260,1.5390730751678348,0.2,0.8693656921386719,0.137646484375,0.0003,0.985601007938385,-0.4587525584734976,0.004468167430604808,0.013690731,33.8,61.22042177319527
55296,2,2,1605,,,,,,,,,,,,
57344,3,4,1446,270,2.007425837777555,0.2,0.5539130568504333,0.1189453125,0.0003,0.9784708023071289,-0.4549634099006653,-0.004758065815258306,0.01244027,,
59392,4,5,1391,280,1.8725060312077404,0.2,0.8355991840362549,0.137890625,0.0003,0.9810514450073242,-0.4612712281756103,-0.0021314785568392835,0.023598583,,
60000,,,,290,1.7030521376058458,0.2,0.7728629112243652,0.126220703125,0.0003,0.9811077117919922,-0.4224273833446205,-0.001043868562555872,0.012812793,25.6,51.62322934269905
61440,5,7,1336,,,,,,,,,,,,
63488,1,0,2264,300,1.483865625038743,0.2,0.8445703983306885,0.084326171875,0.0003,0.9846513271331787,-0.3791772190015763,0.0037433958452311343,0.014722479,,
65000,,,,310,1.4718516904860734,0.2,0.6721066236495972,0.104736328125,0.0003,0.9843752384185791,-0.3713523507583886,0.004471371827821713,0.023205012,31.8,58.377610594034195
65536,2,2,1581,,,,,,,,,,,,
67584,3,4,1450,320,4.044314657151699,0.2,0.5803291201591492,0.160546875,0.0003,0.9510666131973267,-0.4936876459978521,-0.008797899231285555,0.018781528,,
69632,4,5,1379,330,1.2596647262573242,0.2,0.7673617601394653,0.104736328125,0.0003,0.9854403138160706,-0.3622702578548342,0.001394405437167734,0.012339728,,
70000,,,,340,1.2826417427510024,0.2,0.8858855366706848,0.1060546875,0.0003,0.9849526286125183,-0.3446959795895964,0.0019874239718774334,0.012011488,77.8,47.03967941701412
71680,5,7,1323,,,,,,,,,,,,
73728,1,0,2503,350,1.2362654665485024,0.2,0.6309418678283691,0.100146484375,0.0003,0.9868615865707397,-0.3337371310219169,-0.001972483740246389,0.012741318,,
75000,,,,360,1.2593779034912587,0.2,0.43587520718574524,0.06513671875,0.0003,0.9878555536270142,-0.3198060774244368,-0.000724421338236425,0.0153378965,20.8,44.6558338701725
75776,2,2,1581,,,,,,,,,,,,
77824,3,4,1457,370,0.9652183603495359,0.2,0.4109959006309509,0.084033203125,0.0003,0.9895340800285339,-0.29031780096702275,-0.0015183662966592238,0.026680749,,
79872,4,5,1405,380,0.9873729418963194,0.2,0.45363667607307434,0.101123046875,0.0003,0.9877918362617493,-0.2910006513353437,0.0017283463945204857,0.017018788,,
80000,,,,390,1.2174559572711587,0.2,0.46007561683654785,0.08837890625,0.0003,0.9879580140113831,-0.28484257590025663,0.0004063328902702779,0.011655623,38.0,63.170544660836455
81920,5,7,1335,,,,,,,,,,,,
83968,1,0,2334,400,0.8882379977032542,0.2,0.26924771070480347,0.08720703125,0.0003,0.9913478493690491,-0.2811715963296592,0.0032308425463270394,0.00775023,,
85000,,,,410,0.761713113822043,0.2,0.2991388142108917,0.11044921875,0.0003,0.9926419258117676,-0.2725386466830969,0.006128124806127744,0.020241953,38.8,62.98885465860367
86016,2,2,1526,,,,,,,,,,,,
88064,3,4,1357,420,0.9686815132386982,0.2,0.36496779322624207,0.0818359375,0.0003,0.9913153052330017,-0.29559896630235016,0.00040900563762988893,0.017544027,,
90000,,,,430,0.7644310796633362,0.2,0.4786042273044586,0.0900390625,0.0003,0.9926962852478027,-0.288458701595664,0.0011757620915886946,0.009199574,28.4,52.55090565085411
90112,4,6,1287,,,,,,,,,,,,
92160,5,8,1258,440,0.681513702403754,0.2,0.33547237515449524,0.0908203125,0.0003,0.9940364956855774,-0.28427772466093304,0.007168087402533274,0.0066543855,,
94208,1,0,2446,450,0.8021134484559298,0.2,0.29918763041496277,0.056298828125,0.0003,0.9929112792015076,-0.2852594275493175,-0.002187539573060349,0.008187531,,
95000,,,,460,0.6648607057519257,0.2,0.2464047372341156,0.1048828125,0.0003,0.9945480227470398,-0.27139793587848543,0.0055542357382364575,0.022635628,19.0,44.07392472624779
96256,2,2,1545,,,,,,,,,,,,
98304,3,4,1349,470,0.5682705315295606,0.2,0.25853967666625977,0.093212890625,0.0003,0.9940307140350342,-0.2771861098241061,0.00039506857574451716,0.036003962,,
100000,,,,480,0.49576819050125776,0.2,0.2683353126049042,0.11201171875,0.0003,0.9961671829223633,-0.28146571908146145,-0.0010093866258102935,0.033658624,34.6,58.247650277614596
100352,4,6,1280,,,,,,,,,,,,
102400,5,8,1254,490,0.47293608440086243,0.2,0.19665898382663727,0.18291015625,0.0003,0.9956204295158386,-0.31307157073169944,0.02062356669921428,0.08993175,,
104448,1,0,2202,500,0.5320167503785342,0.2,0.18618251383304596,0.085986328125,0.0003,0.9959688782691956,-0.30014116764068605,-0.005054943542927503,0.011392058,,
105000,,,,510,0.4829247466288507,0.2,0.2039354294538498,0.13271484375,0.0003,0.9964344501495361,-0.2989552430808544,0.0038070052352850324,0.052218236,41.6,70.47964817881584
106496,2,2,1477,,,,,,,,,,,,
108544,3,4,1366,520,0.48626818782649933,0.2,0.17696285247802734,0.143701171875,0.0003,0.9959383606910706,-0.3165231913328171,0.014379268752236385,0.028290808,,
110000,,,,530,0.4611807231791317,0.2,0.16179154813289642,0.090576171875,0.0003,0.996854841709137,-0.2793651211541146,0.006708352333225776,0.037195515,37.4,61.860755974054335
110592,4,6,1273,,,,,,,,,,,,
112640,5,8,1236,540,0.5210729623679071,0.2,0.9710446000099182,0.131787109375,0.0003,0.996859073638916,-0.2908434399869293,-0.0007968849895405583,0.022007748,,
114688,1,0,2415,550,0.44829368982464074,0.2,0.23404952883720398,0.175927734375,0.0003,0.9931336641311646,-0.3132638053037226,0.03169930936710443,0.0230865,,
115000,,,,560,0.4541828977875412,0.2,0.14595606923103333,0.075,0.0003,0.9954336881637573,-0.2692088803742081,-0.0002594731653516646,0.012740454,38.6,67.29702562093735
116736,2,2,1467,,,,,,,,,,,,
118784,3,4,1335,570,0.5461755453143269,0.2,0.28054511547088623,0.09111328125,0.0003,0.9975255727767944,-0.29394561764784155,-0.0018469246424501762,0.009869976,,
